id,name,category,base_system,constraint,archetype,structurally_distinct,why_distinct,what_the_constraint_changes,components,nodes,edges
"crm-sync-hascale","CRM synchronisation — highly available","Enterprise & integration","CRM synchronisation","highly available","integration","no","Bidirectional sync where both sides think they are authoritative.","Designed to survive a zone loss without a verdict change.","9","partner:Partner,mft:File transfer,esb:Integration bus,app:Adapter,erp:ERP,sql:Staging DB,queue:Retry queue,lb:Standby LB,sql:Replica","partner>mft>esb>app>erp,app>sql,app>queue"
"mainframe-bridge","Mainframe bridge","Enterprise & integration","Mainframe bridge","base","integration","no","Fixed capacity you cannot buy more of.","The straightforward shape, sized for steady load.","7","partner:Partner,mft:File transfer,esb:Integration bus,app:Adapter,erp:ERP,sql:Staging DB,queue:Retry queue","partner>mft>esb>app>erp,app>sql,app>queue"
"mainframe-bridge-regulated","Mainframe bridge — audited","Enterprise & integration","Mainframe bridge","audited","integration","no","Fixed capacity you cannot buy more of.","Every mutation is evidence, and the audit path cannot be sampled.","10","partner:Partner,mft:File transfer,esb:Integration bus,app:Adapter,erp:ERP,sql:Staging DB,queue:Retry queue,audit:Audit log,pii:PII vault,sign:Signer","partner>mft>esb>app>erp,app>sql,app>queue"
"mainframe-bridge-offline","Mainframe bridge — offline-first","Enterprise & integration","Mainframe bridge","offline-first","integration","no","Fixed capacity you cannot buy more of.","Clients go dark for hours and reconcile on return.","9","partner:Partner,mft:File transfer,esb:Integration bus,app:Adapter,erp:ERP,sql:Staging DB,queue:Retry queue,queue:Sync queue,worker:Reconciler","partner>mft>esb>app>erp,app>sql,app>queue"
"mainframe-bridge-hascale","Mainframe bridge — highly available","Enterprise & integration","Mainframe bridge","highly available","integration","no","Fixed capacity you cannot buy more of.","Designed to survive a zone loss without a verdict change.","9","partner:Partner,mft:File transfer,esb:Integration bus,app:Adapter,erp:ERP,sql:Staging DB,queue:Retry queue,lb:Standby LB,sql:Replica","partner>mft>esb>app>erp,app>sql,app>queue"
"edi-partner","EDI partner exchange","Enterprise & integration","EDI partner exchange","base","integration","no","Formats older than the team maintaining them.","The straightforward shape, sized for steady load.","7","partner:Partner,mft:File transfer,esb:Integration bus,app:Adapter,erp:ERP,sql:Staging DB,queue:Retry queue","partner>mft>esb>app>erp,app>sql,app>queue"
"edi-partner-regulated","EDI partner exchange — audited","Enterprise & integration","EDI partner exchange","audited","integration","no","Formats older than the team maintaining them.","Every mutation is evidence, and the audit path cannot be sampled.","10","partner:Partner,mft:File transfer,esb:Integration bus,app:Adapter,erp:ERP,sql:Staging DB,queue:Retry queue,audit:Audit log,pii:PII vault,sign:Signer","partner>mft>esb>app>erp,app>sql,app>queue"
"edi-partner-offline","EDI partner exchange — offline-first","Enterprise & integration","EDI partner exchange","offline-first","integration","no","Formats older than the team maintaining them.","Clients go dark for hours and reconcile on return.","9","partner:Partner,mft:File transfer,esb:Integration bus,app:Adapter,erp:ERP,sql:Staging DB,queue:Retry queue,queue:Sync queue,worker:Reconciler","partner>mft>esb>app>erp,app>sql,app>queue"
"edi-partner-hascale","EDI partner exchange — highly available","Enterprise & integration","EDI partner exchange","highly available","integration","no","Formats older than the team maintaining them.","Designed to survive a zone loss without a verdict change.","9","partner:Partner,mft:File transfer,esb:Integration bus,app:Adapter,erp:ERP,sql:Staging DB,queue:Retry queue,lb:Standby LB,sql:Replica","partner>mft>esb>app>erp,app>sql,app>queue"
"b2b-onboarding","Partner onboarding","Enterprise & integration","Partner onboarding","base","integration","no","Every partner is slightly different, forever.","The straightforward shape, sized for steady load.","7","partner:Partner,mft:File transfer,esb:Integration bus,app:Adapter,erp:ERP,sql:Staging DB,queue:Retry queue","partner>mft>esb>app>erp,app>sql,app>queue"
"b2b-onboarding-regulated","Partner onboarding — audited","Enterprise & integration","Partner onboarding","audited","integration","no","Every partner is slightly different, forever.","Every mutation is evidence, and the audit path cannot be sampled.","10","partner:Partner,mft:File transfer,esb:Integration bus,app:Adapter,erp:ERP,sql:Staging DB,queue:Retry queue,audit:Audit log,pii:PII vault,sign:Signer","partner>mft>esb>app>erp,app>sql,app>queue"
"b2b-onboarding-offline","Partner onboarding — offline-first","Enterprise & integration","Partner onboarding","offline-first","integration","no","Every partner is slightly different, forever.","Clients go dark for hours and reconcile on return.","9","partner:Partner,mft:File transfer,esb:Integration bus,app:Adapter,erp:ERP,sql:Staging DB,queue:Retry queue,queue:Sync queue,worker:Reconciler","partner>mft>esb>app>erp,app>sql,app>queue"
"b2b-onboarding-hascale","Partner onboarding — highly available","Enterprise & integration","Partner onboarding","highly available","integration","no","Every partner is slightly different, forever.","Designed to survive a zone loss without a verdict change.","9","partner:Partner,mft:File transfer,esb:Integration bus,app:Adapter,erp:ERP,sql:Staging DB,queue:Retry queue,lb:Standby LB,sql:Replica","partner>mft>esb>app>erp,app>sql,app>queue"
"file-transfer","Managed file transfer","Enterprise & integration","Managed file transfer","base","media","no","Enormous files on a schedule, with receipts.","The straightforward shape, sized for steady load.","8","client:Client,cdn:CDN,gateway:API gateway,app:Catalog API,blob:Object store,transcode:Transcoder,queue:Job queue,sql:Metadata DB","client>cdn>gateway>app,app>sql,app>blob,app>queue>transcode>blob"
"file-transfer-regulated","Managed file transfer — audited","Enterprise & integration","Managed file transfer","audited","media","no","Enormous files on a schedule, with receipts.","Every mutation is evidence, and the audit path cannot be sampled.","11","client:Client,cdn:CDN,gateway:API gateway,app:Catalog API,blob:Object store,transcode:Transcoder,queue:Job queue,sql:Metadata DB,audit:Audit log,pii:PII vault,sign:Signer","client>cdn>gateway>app,app>sql,app>blob,app>queue>transcode>blob"
"file-transfer-offline","Managed file transfer — offline-first","Enterprise & integration","Managed file transfer","offline-first","media","no","Enormous files on a schedule, with receipts.","Clients go dark for hours and reconcile on return.","10","client:Client,cdn:CDN,gateway:API gateway,app:Catalog API,blob:Object store,transcode:Transcoder,queue:Job queue,sql:Metadata DB,queue:Sync queue,worker:Reconciler","client>cdn>gateway>app,app>sql,app>blob,app>queue>transcode>blob"
"file-transfer-hascale","Managed file transfer — highly available","Enterprise & integration","Managed file transfer","highly available","media","no","Enormous files on a schedule, with receipts.","Designed to survive a zone loss without a verdict change.","10","client:Client,cdn:CDN,gateway:API gateway,app:Catalog API,blob:Object store,transcode:Transcoder,queue:Job queue,sql:Metadata DB,lb:Standby LB,sql:Replica","client>cdn>gateway>app,app>sql,app>blob,app>queue>transcode>blob"
"document-management","Document management","Enterprise & integration","Document management","base","media","no","Storage that only grows and search that must stay fast.","The straightforward shape, sized for steady load.","8","client:Client,cdn:CDN,gateway:API gateway,app:Catalog API,blob:Object store,transcode:Transcoder,queue:Job queue,sql:Metadata DB","client>cdn>gateway>app,app>sql,app>blob,app>queue>transcode>blob"
"document-management-regulated","Document management — audited","Enterprise & integration","Document management","audited","media","no","Storage that only grows and search that must stay fast.","Every mutation is evidence, and the audit path cannot be sampled.","11","client:Client,cdn:CDN,gateway:API gateway,app:Catalog API,blob:Object store,transcode:Transcoder,queue:Job queue,sql:Metadata DB,audit:Audit log,pii:PII vault,sign:Signer","client>cdn>gateway>app,app>sql,app>blob,app>queue>transcode>blob"
"document-management-offline","Document management — offline-first","Enterprise & integration","Document management","offline-first","media","no","Storage that only grows and search that must stay fast.","Clients go dark for hours and reconcile on return.","10","client:Client,cdn:CDN,gateway:API gateway,app:Catalog API,blob:Object store,transcode:Transcoder,queue:Job queue,sql:Metadata DB,queue:Sync queue,worker:Reconciler","client>cdn>gateway>app,app>sql,app>blob,app>queue>transcode>blob"
"document-management-hascale","Document management — highly available","Enterprise & integration","Document management","highly available","media","no","Storage that only grows and search that must stay fast.","Designed to survive a zone loss without a verdict change.","10","client:Client,cdn:CDN,gateway:API gateway,app:Catalog API,blob:Object store,transcode:Transcoder,queue:Job queue,sql:Metadata DB,lb:Standby LB,sql:Replica","client>cdn>gateway>app,app>sql,app>blob,app>queue>transcode>blob"
"e-signature","E-signature workflow","Enterprise & integration","E-signature workflow","base","txn","no","Legally significant steps that must not be lost.","The straightforward shape, sized for steady load.","8","client:Client,waf:WAF,gateway:API gateway,app:Transaction API,ledger:Ledger,sql:Records DB,queue:Settlement queue,worker:Settler","client>waf>gateway>app,app>ledger,app>sql,app>queue>worker"
"e-signature-regulated","E-signature workflow — audited","Enterprise & integration","E-signature workflow","audited","txn","no","Legally significant steps that must not be lost.","Every mutation is evidence, and the audit path cannot be sampled.","11","client:Client,waf:WAF,gateway:API gateway,app:Transaction API,ledger:Ledger,sql:Records DB,queue:Settlement queue,worker:Settler,audit:Audit log,pii:PII vault,sign:Signer","client>waf>gateway>app,app>ledger,app>sql,app>queue>worker"
"e-signature-offline","E-signature workflow — offline-first","Enterprise & integration","E-signature workflow","offline-first","txn","no","Legally significant steps that must not be lost.","Clients go dark for hours and reconcile on return.","10","client:Client,waf:WAF,gateway:API gateway,app:Transaction API,ledger:Ledger,sql:Records DB,queue:Settlement queue,worker:Settler,queue:Sync queue,worker:Reconciler","client>waf>gateway>app,app>ledger,app>sql,app>queue>worker"
"e-signature-hascale","E-signature workflow — highly available","Enterprise & integration","E-signature workflow","highly available","txn","no","Legally significant steps that must not be lost.","Designed to survive a zone loss without a verdict change.","10","client:Client,waf:WAF,gateway:API gateway,app:Transaction API,ledger:Ledger,sql:Records DB,queue:Settlement queue,worker:Settler,lb:Standby LB,sql:Replica","client>waf>gateway>app,app>ledger,app>sql,app>queue>worker"
"contract-lifecycle","Contract lifecycle","Enterprise & integration","Contract lifecycle","base","integration","no","Long-running human workflows with deadlines.","The straightforward shape, sized for steady load.","7","partner:Partner,mft:File transfer,esb:Integration bus,app:Adapter,erp:ERP,sql:Staging DB,queue:Retry queue","partner>mft>esb>app>erp,app>sql,app>queue"
"contract-lifecycle-regulated","Contract lifecycle — audited","Enterprise & integration","Contract lifecycle","audited","integration","no","Long-running human workflows with deadlines.","Every mutation is evidence, and the audit path cannot be sampled.","10","partner:Partner,mft:File transfer,esb:Integration bus,app:Adapter,erp:ERP,sql:Staging DB,queue:Retry queue,audit:Audit log,pii:PII vault,sign:Signer","partner>mft>esb>app>erp,app>sql,app>queue"
"contract-lifecycle-offline","Contract lifecycle — offline-first","Enterprise & integration","Contract lifecycle","offline-first","integration","no","Long-running human workflows with deadlines.","Clients go dark for hours and reconcile on return.","9","partner:Partner,mft:File transfer,esb:Integration bus,app:Adapter,erp:ERP,sql:Staging DB,queue:Retry queue,queue:Sync queue,worker:Reconciler","partner>mft>esb>app>erp,app>sql,app>queue"
"contract-lifecycle-hascale","Contract lifecycle — highly available","Enterprise & integration","Contract lifecycle","highly available","integration","no","Long-running human workflows with deadlines.","Designed to survive a zone loss without a verdict change.","9","partner:Partner,mft:File transfer,esb:Integration bus,app:Adapter,erp:ERP,sql:Staging DB,queue:Retry queue,lb:Standby LB,sql:Replica","partner>mft>esb>app>erp,app>sql,app>queue"
